TextName:Lat,Long,Location,Dialect,Genre,YoC,YoM,AuthName,AuthBD,AuthSex,AuthAge,RecName,RecBD,RecSex,RecAge,RecRelation,Words,OCWords,NamWords,ForWords,Types,OCTypes,NamTypes,ForTypes,Chars,OCChars,NamChars,ForChars,Tokens
BACON_049:x,x,x,x,l,1573,1573,Nathaniel_Bacon_I,1546,m,27,Nicholas_Bacon_I,1510,m,63,FATHER,442,115,19,0,185,94,11,0,4030,650,130,0,22
BACON_050:x,x,x,x,l,1573,1573,John_Mounford,_,m,_,Nathaniel_Bacon_I,1546,m,27,x,462,100,17,0,170,74,11,0,3852,468,92,0,20
BACON_051:x,x,x,x,l,1573,1573,Nicholas_Bacon_I,1510,m,63,Nathaniel_Bacon_I,1546,m,27,SON,556,147,22,2,203,98,17,2,4513,795,151,4,23
BACON_052:x,x,x,x,L,1573,1573,Edward_Stanhawe,_,m,_,Nathaniel_Bacon_I,1546,m,27,x,260,51,10,0,124,43,9,0,1772,305,62,0,9
BACON_053:x,x,x,x,l,1573,1573,Nathaniel_Bacon_I,1546,m,27,Nicholas_Bacon_I,1510,m,63,FATHER,907,244,37,0,297,167,16,0,6650,1297,243,0,31
BACON_054:x,x,x,x,L,1573,1573,Edward_Stanhawe,_,m,_,Nathaniel_Bacon_I,1546,m,27,x,265,54,11,0,130,52,10,0,2303,300,68,0,16
BACON_055:x,x,x,x,l,1573,1573,Anne_Bacon[n.gresham],_,f,_,Anne_Gresham[n.ferneley],_,f,_,MOTHER,206,60,6,0,107,49,6,0,1676,359,31,0,8
BACON_056:x,x,x,x,l,1573,1573,Anne_Bacon[n.gresham],_,f,_,Winefred_Dutton,_,f,_,NATURAL_MOTHER,228,48,7,0,105,40,7,0,2116,261,43,0,12
BACON_057:x,x,x,x,l,1573,1573,John_Mounford,_,m,_,Nathaniel_Bacon_I,1546,m,27,x,273,60,9,0,129,55,9,0,2442,309,53,0,13
BACON_058:x,x,x,x,l,1573,1573,Nathaniel_Bacon_I,1546,m,27,Nicholas_Bacon_I,1510,m,63,FATHER,300,85,14,0,153,69,11,0,2334,475,98,0,11
BACON_059:x,x,x,x,l,1573,1573,Nathaniel_Bacon_I,1546,m,27,Nicholas_Bacon_I,1510,m,63,FATHER,607,146,12,0,218,100,8,0,5101,817,82,0,27
BACON_060:x,x,x,x,l,1576,1576,John_Mounford,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,328,68,19,0,150,58,13,0,3082,355,104,0,17
BACON_061:x,x,x,x,l,1573,1573,Anne_Bacon[n.gresham],_,f,_,Winefred_Dutton,_,f,_,NATURAL_MOTHER,206,39,7,0,96,34,5,0,1925,209,51,0,11
BACON_062:x,x,x,x,l,1573,1573,Nicholas_Bacon_I,1510,m,63,Nathaniel_Bacon_I,1546,m,27,SON,183,50,9,2,96,40,8,2,1631,283,51,4,9
BACON_063:x,x,x,x,l,1573,1573,Anne_Bacon[n.cooke],1528,f,45,Nathaniel_Bacon_I,1546,m,27,SON,355,78,19,0,150,61,17,0,2661,403,129,0,13
BACON_064:x,x,x,x,L,1573,1573,William_Heydon,1540,m,33,Nathaniel_Bacon_I,1546,m,27,x,206,44,9,0,119,42,9,0,1621,267,54,0,9
BACON_065:x,x,x,x,L,1573,1573,Edward_Stanhawe,_,m,_,Nathaniel_Bacon_I,1546,m,27,x,219,46,9,2,114,43,8,2,1626,278,66,5,9
BACON_066:x,x,x,x,l,1570,1570,Nathaniel_Bacon_I,1546,m,_,Nicholas_Bacon_I,1510,m,_,FATHER,322,87,4,0,151,62,4,0,1992,489,31,0,7
BACON_067:x,x,x,x,l,1573,1573,Anne_Bacon[n.gresham],_,f,_,Thomas_Gresham,1519,m,54,FATHER,205,49,8,0,108,42,5,0,1711,247,48,0,9
BACON_068:x,x,x,x,l,1570,1570,Nicholas_Bacon_Ii,1543,m,_,Nathaniel_Bacon_I,1546,m,_,BROTHER,156,33,13,0,87,30,11,0,1347,176,81,0,7
BACON_069:x,x,x,x,l,1573,1573,Anne_Bacon[n.gresham],_,f,_,Anne_Bacon[n.cooke],1528,f,45,MOTHER_IN_LAW,172,38,3,0,87,30,3,0,1825,219,21,0,10
BACON_070:x,x,x,x,L,1570,1570,Nathaniel_Bacon_I,1546,m,_,William_Smythe,_,m,_,x,252,56,21,0,131,50,16,0,1909,336,127,0,11
BACON_071:x,x,x,x,l,1573,1573,Edward_Bacon,1548,m,25,Nathaniel_Bacon_I,1546,m,27,BROTHER,504,114,44,0,235,96,33,0,5050,641,246,0,28
BACON_072:x,x,x,x,l,1573,1573,Edward_Bacon,1548,m,25,Nathaniel_Bacon_I,1546,m,27,BROTHER,389,74,36,6,187,69,29,6,4011,417,222,29,23
BACON_073:x,x,x,x,L,1570,1570,Charles_Calthorpe,_,m,_,Nathaniel_Bacon_I,1546,m,_,x,538,128,23,0,227,102,16,0,3381,733,143,0,15
BACON_074:x,x,x,x,L,1570,1570,Nathaniel_Bacon_I,1546,m,_,Mr_Aldred,_,m,_,x,136,26,15,0,75,24,10,0,1151,140,101,0,8
BACON_075:x,x,x,x,l,1573,1573,Nicholas_Bacon_I,1510,m,63,Nathaniel_Bacon_I,1546,m,27,SON,268,61,13,6,139,59,12,5,2516,368,85,18,14
BACON_076:x,x,x,x,l,1573,1573,Edward_Bacon,1548,m,25,Nathaniel_Bacon_I,1546,m,27,BROTHER,1119,261,45,0,404,207,36,0,9626,1573,264,0,48
BACON_077:x,x,x,x,l,1573,1573,Edward_Bacon,1548,m,25,Nathaniel_Bacon_I,1546,m,27,BROTHER,450,116,17,0,218,95,15,0,3831,654,125,0,19
BACON_078:x,x,x,x,l,1573,1573,Nicholas_Bacon_I,1510,m,63,Nathaniel_Bacon_I,1546,m,27,SON,601,127,28,2,217,90,19,2,4894,707,193,4,25
BACON_079:x,x,x,x,l,1573,1573,Robert_Blackman,_,m,_,Nathaniel_Bacon_I,1546,m,27,COUSIN,291,55,17,0,120,41,15,0,2751,309,101,0,16
BACON_080:x,x,x,x,l,1570,1570,Edward_Bacon,1548,m,_,Nathaniel_Bacon_I,1546,m,_,BROTHER,284,65,16,0,146,59,16,0,2784,353,101,0,16
BACON_081:x,x,x,x,L,1573,1573,Charles_Calthorpe,_,m,_,Nathaniel_Bacon_I,1546,m,27,x,265,71,11,0,136,61,10,0,1943,389,75,0,10
BACON_082:x,x,x,x,L,1573,1573,Edward_Grimstone,1528,m,45,Nathaniel_Bacon_I,1546,m,27,x,329,79,21,0,164,71,20,0,3023,485,128,0,18
BACON_083:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,190,41,12,2,101,36,11,2,2110,228,78,4,13
BACON_084:x,x,x,x,l,1574,1574,Edward_Bacon,1548,m,26,Nathaniel_Bacon_I,1546,m,28,BROTHER,134,38,15,0,85,35,14,0,1522,197,88,0,9
BACON_085:x,x,x,x,l,1570,1570,Edward_Bacon,1548,m,_,Nathaniel_Bacon_I,1546,m,_,BROTHER,99,15,13,0,60,13,10,0,1153,93,77,0,7
BACON_086:x,x,x,x,L,1574,1574,Charles_Calthorpe,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,659,176,14,0,266,132,13,0,4283,984,80,0,20
BACON_087:x,x,x,x,l,1574,1574,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,28,BROTHER_IN_LAW,505,119,32,2,218,93,26,2,4104,679,221,8,18
BACON_088:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,351,78,24,2,158,62,19,2,2948,464,149,4,15
BACON_089:x,x,x,x,L,1574,1574,Walter_Allen,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,243,47,14,0,114,44,8,0,1860,282,62,0,12
BACON_090:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,255,63,10,10,104,48,7,3,2236,329,61,36,12
BACON_091:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,524,116,21,4,206,98,16,4,4566,670,118,21,25
BACON_092:x,x,x,x,l,1574,1574,Edward_Bacon,1548,m,26,Nathaniel_Bacon_I,1546,m,28,BROTHER,491,102,30,0,203,89,25,0,4679,597,194,0,26
BACON_093:x,x,x,x,L,1574,1574,John_Saunders,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,177,39,17,0,109,36,14,0,1512,194,98,0,10
BACON_094:x,x,x,x,L,1574,1574,Charles_Calthorpe,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,376,91,14,0,173,72,13,0,2620,524,91,0,13
BACON_095:x,x,x,x,L,1574,1574,John_Saunders,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,202,53,11,0,106,50,8,0,1580,271,64,0,10
BACON_096:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,483,105,15,4,203,91,11,3,4013,657,98,12,20
BACON_097:x,x,x,x,L,1574,1574,William_Heydon,1540,m,34,Nathaniel_Bacon_I,1546,m,28,x,203,48,18,0,106,42,15,0,1677,285,101,0,10
BACON_098:x,x,x,x,l,1574,1574,Edward_Bacon,1548,m,26,Nathaniel_Bacon_I,1546,m,28,BROTHER,1187,284,61,0,416,208,40,0,11548,1751,387,0,62
BACON_099:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,302,67,12,2,138,55,10,2,2320,399,86,4,11
BACON_100:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,231,57,11,2,106,48,9,2,2242,303,78,4,13
BACON_101:x,x,x,x,l,1574,1574,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,28,BROTHER_IN_LAW,490,104,20,2,187,85,13,2,4497,574,109,8,23
BACON_102:x,x,x,x,l,1574,1574,Nathaniel_Bacon_I,1546,m,28,Nicholas_Bacon_I,1510,m,64,FATHER,365,97,12,0,156,70,11,0,3017,524,74,0,16
BACON_103:x,x,x,x,l,1574,1574,Nicholas_Bacon_I,1510,m,64,Nathaniel_Bacon_I,1546,m,28,SON,331,87,12,2,157,74,10,2,2799,450,74,4,15
BACON_104:x,x,x,x,L,1574,1574,John_Percival,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,419,106,21,0,188,86,15,0,2382,610,105,0,9
BACON_105:x,x,x,x,l,1574,1574,Nathaniel_Bacon_I,1546,m,28,Nicholas_Bacon_I,1510,m,64,FATHER,500,128,17,1,207,96,8,1,3595,694,86,7,16
BACON_106:x,x,x,x,L,1574,1574,John_Saunders,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,295,59,21,0,135,53,13,0,2221,313,131,0,14
BACON_107:x,x,x,x,L,1574,1574,John_Banyard,_,m,_,Nicholas_Bacon_I,1510,m,64,x,466,137,10,2,215,107,10,2,2708,824,60,8,10
BACON_108:x,x,x,x,L,1574,1574,Edmund_Banyard,_,m,_,Nicholas_Bacon_I,1510,m,64,x,513,139,17,2,219,102,12,2,3361,843,101,8,15
BACON_109:x,x,x,x,L,1574,1574,John_Saunders,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,247,51,23,0,123,46,16,0,2298,308,133,0,16
BACON_110:x,x,x,x,L,1574,1574,John_Saunders,_,m,_,Nathaniel_Bacon_I,1546,m,28,x,269,62,16,1,141,58,14,1,2313,398,93,3,15
BACON_111:x,x,x,x,l,1574,1574,Edward_Bacon,1548,m,26,Nathaniel_Bacon_I,1546,m,28,BROTHER,132,27,14,0,75,26,12,0,1707,136,93,0,11
BACON_112:x,x,x,x,L,1574,1574,Edmund_Banyard,_,m,_,Nicholas_Bacon_I,1510,m,64,x,242,62,10,2,121,51,10,2,1556,412,56,8,7
BACON_113:x,x,x,x,l,1574,1574,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,28,BROTHER_IN_LAW,510,104,44,2,218,86,29,2,4375,621,272,8,20
BACON_114:x,x,x,x,l,1575,1575,Nicholas_Bacon_I,1510,m,65,Nathaniel_Bacon_I,1546,m,29,SON,139,28,11,2,76,26,9,2,1483,159,72,4,9
BACON_115:x,x,x,x,L,1575,1575,Stephen_Drury,_,m,_,Nathaniel_Bacon_I,1546,m,29,x,4292,1115,91,9,1016,608,40,7,25983,7290,477,51,97
BACON_116:x,x,x,x,L,1575,1575,John_Banyard,_,m,_,Nicholas_Bacon_I,1510,m,65,x,287,81,11,2,141,60,11,2,1897,489,65,8,9
BACON_117:x,x,x,x,L,1575,1575,Francis_Johnson,_,m,_,Nathaniel_Bacon_I,1546,m,29,x,700,172,38,2,246,115,30,2,5794,825,266,8,38
BACON_118:x,x,x,x,L,1576,1576,John_Calthorpe,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,382,98,9,0,206,88,9,0,2356,595,62,0,8
BACON_119:x,x,x,x,l,1575,1575,Edward_Bacon,1548,m,27,Nathaniel_Bacon_I,1546,m,29,BROTHER,490,109,29,0,216,89,23,0,5041,630,151,0,29
BACON_120:x,x,x,x,l,1575,1575,Edward_Bacon,1548,m,27,Nathaniel_Bacon_I,1546,m,29,BROTHER,322,71,27,0,158,62,19,0,3077,404,149,0,17
BACON_121:x,x,x,x,l,1575,1575,Nathaniel_Bacon_I,1546,m,29,Nicholas_Bacon_I,1510,m,65,FATHER,796,227,36,14,279,143,18,3,6511,1220,217,63,32
BACON_122:x,x,x,x,l,1575,1575,Edward_Bacon,1548,m,27,Nathaniel_Bacon_I,1546,m,29,BROTHER,243,59,22,0,130,52,19,0,2728,325,136,0,16
BACON_123:x,x,x,x,l,1575,1575,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,29,BROTHER_IN_LAW,1981,531,52,3,508,297,28,3,15008,3035,346,11,62
BACON_124:x,x,x,x,l,1575,1575,Nicholas_Bacon_I,1510,m,65,Nathaniel_Bacon_I,1546,m,29,SON,142,34,12,2,81,30,11,2,1403,189,65,4,8
BACON_125:x,x,x,x,L,1575,1575,Nathaniel_Bacon_I,1546,m,29,Edward_Paston_I,_,m,_,x,203,42,9,0,108,39,7,0,1410,237,54,0,8
BACON_126:x,x,x,x,L,1575,1575,Nathaniel_Bacon_I,1546,m,29,Clement_Paston_Ii,1515,m,60,x,222,47,4,0,114,41,4,0,1709,267,26,0,10
BACON_127:x,x,x,x,L,1575,1575,Nathaniel_Bacon_I,1546,m,29,William_Paston_V,1528,m,47,x,214,46,6,0,108,42,5,0,1739,257,30,0,11
BACON_128:x,x,x,x,l,1575,1575,Nicholas_Bacon_I,1510,m,65,Nathaniel_Bacon_I,1546,m,29,SON,496,147,12,9,156,76,10,3,3441,758,77,32,15
BACON_129:x,x,x,x,l,1575,1575,Nicholas_Bacon_I,1510,m,65,Nathaniel_Bacon_I,1546,m,29,SON,269,53,16,4,136,49,15,4,2747,331,102,15,16
BACON_130:x,x,x,x,l,1575,1575,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,29,BROTHER_IN_LAW,465,107,35,0,197,85,26,0,4541,643,211,0,23
BACON_131:x,x,x,x,l,1575,1575,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,29,BROTHER_IN_LAW,384,83,28,2,160,63,20,2,3325,459,182,8,16
BACON_132:x,x,x,x,l,1575,1575,Edward_Bacon,1548,m,27,Nathaniel_Bacon_I,1546,m,29,BROTHER,297,73,34,0,148,61,27,0,2845,392,193,0,16
BACON_133:x,x,x,x,l,1575,1575,Nathaniel_Bacon_I,1546,m,29,Nicholas_Bacon_I,1510,m,65,FATHER,699,170,28,6,256,123,18,4,5800,972,161,34,30
BACON_134:x,x,x,x,l,1575,1575,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,29,BROTHER_IN_LAW,348,81,26,2,175,70,23,2,3231,455,155,8,16
BACON_135:x,x,x,x,L,1576,1576,Nathaniel_Bacon_I,1546,m,30,George_Gardiner,1535,m,41,x,426,87,6,0,160,67,5,0,3185,494,33,0,19
BACON_136:x,x,x,x,l,1576,1576,Edward_Bacon,1548,m,28,Nathaniel_Bacon_I,1546,m,30,BROTHER,493,117,34,2,205,94,24,2,5126,713,194,8,29
BACON_137:x,x,x,x,L,1576,1576,John_Saunders,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,353,79,22,0,167,68,15,0,2831,504,123,0,17
BACON_138:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Nicholas_Bacon_I,1510,m,66,FATHER,300,72,13,0,145,54,10,0,2186,429,70,0,10
BACON_139:x,x,x,x,l,1576,1576,Edward_Bacon,1548,m,28,Nathaniel_Bacon_I,1546,m,30,BROTHER,148,29,24,0,81,26,20,0,1778,169,137,0,11
BACON_140:x,x,x,x,L,1576,1576,John_Percival,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,230,49,8,0,132,46,8,0,1669,297,50,0,9
BACON_141:x,x,x,x,l,1576,1576,Nicholas_Bacon_I,1510,m,66,Nathaniel_Bacon_I,1546,m,30,SON,229,48,13,2,115,41,12,2,2272,286,87,4,13
BACON_142:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Thomas_Gresham,1519,m,57,FATHER_IN_LAW,685,174,34,0,238,119,18,0,5611,1011,228,0,25
BACON_143:x,x,x,x,L,1576,1576,Robert_Barwick,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,283,62,13,0,135,55,12,0,2255,362,84,0,14
BACON_144:x,x,x,x,L,1576,1576,Robert_Barwick,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,668,170,12,0,223,110,12,0,4777,874,75,0,28
BACON_145:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Edward_Bacon,1548,m,28,BROTHER,352,75,1,0,162,64,1,0,2698,421,3,0,13
BACON_146:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Nicholas_Bacon_I,1510,m,66,FATHER,602,167,17,0,246,124,17,0,5250,849,106,0,28
BACON_147:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Nicholas_Bacon_I,1510,m,66,FATHER,495,140,4,0,193,105,4,0,4817,673,25,0,29
BACON_148:x,x,x,x,l,1576,1576,Edward_Bacon,1548,m,28,Nathaniel_Bacon_I,1546,m,30,BROTHER,838,216,32,3,283,145,23,3,8021,1256,173,15,45
BACON_149:x,x,x,x,L,1576,1576,Edward_Fiennes_De_Clinton,1512,m,64,Nicholas_Bacon_I,1510,m,66,x,453,113,13,0,191,81,9,0,3146,737,84,0,13
BACON_150:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Nicholas_Bacon_I,1510,m,66,FATHER,660,163,32,0,263,132,19,0,6015,910,195,0,33
BACON_151:x,x,x,x,L,1576,1576,Edward_Fiennes_De_Clinton,1512,m,64,Nicholas_Bacon_I,1510,m,66,x,333,77,19,0,175,65,17,0,2193,455,125,0,9
BACON_152:x,x,x,x,L,1576,1576,Edward_Fiennes_De_Clinton,1512,m,64,Nicholas_Bacon_I,1510,m,66,x,236,65,22,0,138,55,22,0,1759,362,131,0,9
BACON_153:x,x,x,x,L,1576,1576,Privy_Council,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,408,97,22,0,199,84,22,0,2476,627,138,0,9
BACON_154:x,x,x,x,l,1576,1576,Nicholas_Bacon_I,1510,m,66,Nathaniel_Bacon_I,1546,m,30,SON,714,161,14,3,243,119,12,3,5214,997,98,8,23
BACON_155:x,x,x,x,l,1576,1576,Nathaniel_Bacon_I,1546,m,30,Nicholas_Bacon_I,1510,m,66,FATHER,648,153,31,0,255,126,19,0,5199,885,199,0,27
BACON_156:x,x,x,x,l,1576,1576,Nicholas_Bacon_I,1510,m,66,Nathaniel_Bacon_I,1546,m,30,SON,174,41,8,2,95,38,7,2,1522,250,53,4,8
BACON_157:x,x,x,x,l,1576,1576,Robert_Bacon,_,m,_,Nathaniel_Bacon_I,1546,m,30,COUSIN,301,73,7,2,144,63,6,2,2054,425,46,8,9
BACON_158:x,x,x,x,L,1576,1576,Edward_Fiennes_De_Clinton,1512,m,64,Nicholas_Bacon_I,1510,m,66,x,233,55,9,0,124,48,7,0,1751,362,69,0,8
BACON_159:x,x,x,x,L,1576,1576,Privy_Council,_,m,_,Christopher_Heydon_&,1519,m,57,x,437,98,17,0,187,79,14,0,2570,658,113,0,9
BACON_160:x,x,x,x,L,1576,1576,Francis_Walsingham,1530,m,46,Nicholas_Bacon_I,1510,m,66,x,347,94,22,0,179,79,20,0,2441,602,156,0,11
BACON_161:x,x,x,x,l,1576,1576,Nicholas_Bacon_I,1510,m,66,Nathaniel_Bacon_I,1546,m,30,SON,215,52,18,2,107,41,15,2,1901,294,114,4,10
BACON_162:x,x,x,x,l,1576,1576,Elizabeth_D'oyly/neville,1541,f,35,Nathaniel_Bacon_I,1546,m,30,BROTHER,104,25,9,0,65,23,7,0,1244,133,54,0,7
BACON_163:x,x,x,x,L,1576,1576,William_Smythe,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,419,90,25,0,176,77,18,0,2882,530,154,0,16
BACON_164:x,x,x,x,l,1576,1576,Nicholas_Bacon_I,1510,m,66,Nathaniel_Bacon_I,1546,m,30,SON,189,41,14,2,108,36,13,2,1892,235,94,4,11
BACON_165:x,x,x,x,L,1576,1576,Privy_Council,_,m,_,Names_Unknown_3,_,m,_,x,1665,454,28,0,544,297,26,0,8738,3052,163,0,19
BACON_166:x,x,x,x,L,1576,1576,Names_Unknown_9,_,m,_,Names_Unknown_6,_,m,_,x,416,115,11,2,216,92,11,2,2375,730,76,8,7
BACON_167:x,x,x,x,L,1576,1576,William_Heydon,1540,m,36,Nathaniel_Bacon_I,1546,m,30,x,261,56,5,2,128,51,5,2,2067,326,35,8,12
BACON_168:x,x,x,x,l,1576,1576,Richard_Manser,_,m,_,Nathaniel_Bacon_I,1546,m,30,MASTER,706,179,27,2,246,129,20,2,5465,912,173,8,30
BACON_169:x,x,x,x,l,1576,1576,Robert_D'oyly,1542,m,34,Nathaniel_Bacon_I,1546,m,30,BROTHER_IN_LAW,188,42,15,0,101,33,13,0,1692,246,84,0,8
BACON_170:x,x,x,x,l,1576,1576,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,30,BROTHER_IN_LAW,880,205,33,0,323,158,25,0,7686,1233,196,0,37
BACON_171:x,x,x,x,L,1576,1576,Bernard_Base,_,m,_,Nathaniel_Bacon_I,1546,m,30,x,231,65,9,0,118,48,9,0,1878,343,65,0,12
BACON_172:x,x,x,x,l,1576,1576,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,30,BROTHER_IN_LAW,267,63,16,2,137,54,12,2,2038,356,93,8,9
BACON_173:x,x,x,x,L,1576,1576,Privy_Council,_,m,_,Christopher_Heydon_&,1519,m,57,x,194,49,31,0,127,43,28,0,1381,337,185,0,6
BACON_174:x,x,x,x,l,1577,1577,Elizabeth_D'oyly/neville,1541,f,36,Nathaniel_Bacon_I,1546,m,31,BROTHER,136,29,12,0,76,25,10,0,1609,153,76,0,9
BACON_175:x,x,x,x,l,1577,1577,Elizabeth_D'oyly/neville,1541,f,36,Nathaniel_Bacon_I,1546,m,31,BROTHER,465,119,16,0,187,91,11,0,4388,586,103,0,22
BACON_176:x,x,x,x,l,1577,1577,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,31,BROTHER_IN_LAW,531,136,26,4,229,98,18,4,4287,793,172,22,18
BACON_177:x,x,x,x,l,1577,1577,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,31,BROTHER_IN_LAW,1464,367,77,1,468,251,40,1,12164,2176,458,9,54
BACON_178:x,x,x,x,l,1577,1577,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,31,BROTHER_IN_LAW,390,79,29,2,183,73,22,2,3241,437,175,8,15
BACON_179:x,x,x,x,l,1577,1577,Nicholas_Bacon_I,1510,m,67,Thomas_Gresham,1519,m,58,KIN,139,33,9,2,79,30,8,2,1289,188,45,4,8
BACON_180:x,x,x,x,L,1577,1577,Nathaniel_Bacon_I,1546,m,31,Richard_Cressey,_,m,_,x,169,39,9,0,87,34,8,0,1491,214,64,0,10
BACON_181:x,x,x,x,l,1577,1577,Francis_Wyndham,_,m,_,Nathaniel_Bacon_I,1546,m,31,BROTHER_IN_LAW,588,130,16,0,217,106,12,0,5095,731,91,0,25
BACON_182:x,x,x,x,L,1577,1577,William_Heydon,1540,m,37,Nathaniel_Bacon_I,1546,m,31,x,164,30,7,2,92,27,7,2,1241,183,41,9,7
BACON_183:x,x,x,x,l,1577,1577,Nathaniel_Bacon_I,1546,m,31,Nicholas_Bacon_I,1510,m,67,FATHER,241,57,7,0,130,48,7,0,2088,323,37,0,11
BACON_184:x,x,x,x,L,1577,1577,Francis_Johnson,_,m,_,Nathaniel_Bacon_I,1546,m,31,x,452,99,40,13,216,85,30,3,3436,586,281,52,18
BACON_185:x,x,x,x,l,1577,1577,Nathaniel_Bacon_I,1546,m,31,Nicholas_Bacon_I,1510,m,67,FATHER,389,108,12,0,190,93,9,0,3355,572,66,0,18
BACON_186:x,x,x,x,l,1577,1577,Robert_Blackman,_,m,_,Nathaniel_Bacon_I,1546,m,31,COUSIN,549,131,26,0,209,97,25,0,5171,660,171,0,31
BACON_187:x,x,x,x,L,1577,1577,Edmund_Freake,1516,m,61,Nathaniel_Bacon_I,1546,m,31,x,241,54,13,0,125,47,9,0,2011,316,71,0,12
BACON_188:x,x,x,x,l,1577,1577,Nicholas_Bacon_I,1510,m,67,Nathaniel_Bacon_I,1546,m,31,SON,312,76,10,2,143,63,9,2,3121,410,57,4,19
BACON_189:x,x,x,x,L,1577,1577,Privy_Council,_,m,_,Names_Unknown_3,_,m,_,x,356,100,22,2,185,74,20,2,2007,654,116,4,6
BACON_190:x,x,x,x,l,1577,1577,Nathaniel_Bacon_I,1546,m,31,Nicholas_Bacon_I,1510,m,67,FATHER,292,76,4,0,158,65,4,0,2366,470,34,0,11
BACON_191:x,x,x,x,l,1577,1577,Edward_Bacon,1548,m,29,Nathaniel_Bacon_I,1546,m,31,BROTHER,224,45,15,0,112,39,13,0,2457,242,99,0,15
BACON_192:x,x,x,x,l,1577,1577,Edward_Bacon,1548,m,29,Nathaniel_Bacon_I,1546,m,31,BROTHER,203,50,16,0,110,43,13,0,2007,294,104,0,11
BACON_193:x,x,x,x,l,1577,1577,Dru_Drury,1531,m,46,Nathaniel_Bacon_I,1546,m,31,x,457,104,26,0,202,93,17,0,2986,599,127,0,15
BACON_194:x,x,x,x,L,1578,1578,George_Gascoigne,1525,m,53,Nicholas_Bacon_I,1510,m,68,x,420,126,8,0,220,113,7,0,3417,845,41,0,18
BACON_195:x,x,x,x,l,1578,1578,Anthony_Bacon,1558,m,20,Nathaniel_Bacon_I,1546,m,32,BROTHER,414,102,21,4,191,89,17,3,4118,591,121,23,23
BACON_196:x,x,x,x,L,1578,1578,William_Blennerhassett,_,m,_,Nathaniel_Bacon_I,1546,m,32,x,172,43,9,0,103,40,9,0,1255,234,64,0,6
BACON_197:x,x,x,x,L,1578,1578,Philip_Scudamore,_,m,_,Nathaniel_Bacon_I,1546,m,32,x,218,52,10,0,123,45,9,0,1763,331,63,0,10
BACON_198:x,x,x,x,l,1578,1578,Nicholas_Bacon_I,1510,m,68,Nathaniel_Bacon_I,1546,m,32,SON,205,44,13,2,103,40,12,2,1973,269,79,4,11
BACON_199:x,x,x,x,L,1578,1578,John_Becon,_,m,_,Nathaniel_Bacon_I,1546,m,32,x,539,136,39,1,249,123,25,1,3704,835,211,4,19
